agents,utilities
"('MCTS-UCB1Tuned-1.41421356237-Random4' / 'MCTS-UCB1GRAVE-0.6-Random4' / 'MCTS-UCB1GRAVE-1.41421356237-MAST' / 'MCTS-UCB1-0.1-Random4')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('MCTS-UCB1Tuned-1.41421356237-Random4' / 'MCTS-UCB1GRAVE-0.6-Random4' / 'MCTS-UCB1GRAVE-1.41421356237-MAST' / 'MCTS-UCB1-0.1-Random4')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('MCTS-UCB1GRAVE-0.6-Random4' / 'MCTS-UCB1GRAVE-1.41421356237-MAST' / 'MCTS-UCB1Tuned-1.41421356237-Random4' / 'MCTS-UCB1-0.1-Random4')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('MCTS-UCB1GRAVE-0.6-Random4' / 'MCTS-UCB1GRAVE-1.41421356237-MAST' / 'MCTS-UCB1Tuned-1.41421356237-Random4' / 'MCTS-UCB1-0.1-Random4')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1GRAVE-0.6-Random4' / 'MCTS-UCB1GRAVE-1.41421356237-MAST' / 'MCTS-UCB1Tuned-1.41421356237-Random4')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1GRAVE-0.6-Random4' / 'MCTS-UCB1GRAVE-1.41421356237-MAST' / 'MCTS-UCB1Tuned-1.41421356237-Random4')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('MCTS-UCB1GRAVE-1.41421356237-MAST' / 'MCTS-UCB1GRAVE-0.6-Random4' / 'MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1Tuned-1.41421356237-Random4')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('MCTS-UCB1GRAVE-1.41421356237-MAST' / 'MCTS-UCB1GRAVE-0.6-Random4' / 'MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1Tuned-1.41421356237-Random4')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1GRAVE-1.41421356237-MAST' / 'MCTS-UCB1GRAVE-0.6-Random4' / 'MCTS-UCB1Tuned-1.41421356237-Random4')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1GRAVE-1.41421356237-MAST' / 'MCTS-UCB1GRAVE-0.6-Random4' / 'MCTS-UCB1Tuned-1.41421356237-Random4')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('MCTS-UCB1GRAVE-1.41421356237-MAST' / 'MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1Tuned-1.41421356237-Random4' / 'MCTS-UCB1GRAVE-0.6-Random4')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('MCTS-UCB1GRAVE-1.41421356237-MAST' / 'MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1Tuned-1.41421356237-Random4' / 'MCTS-UCB1GRAVE-0.6-Random4')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('MCTS-UCB1GRAVE-0.6-Random4' / 'MCTS-UCB1Tuned-1.41421356237-Random4' / 'MCTS-UCB1GRAVE-1.41421356237-MAST' / 'MCTS-UCB1-0.1-Random4')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('MCTS-UCB1Tuned-1.41421356237-Random4' / 'MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1GRAVE-0.6-Random4' / 'MCTS-UCB1GRAVE-1.41421356237-MAST')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('MCTS-UCB1Tuned-1.41421356237-Random4' / 'MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1GRAVE-0.6-Random4' / 'MCTS-UCB1GRAVE-1.41421356237-MAST')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('MCTS-UCB1GRAVE-1.41421356237-MAST' / 'MCTS-UCB1Tuned-1.41421356237-Random4' / 'MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1GRAVE-0.6-Random4')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('MCTS-UCB1GRAVE-1.41421356237-MAST' / 'MCTS-UCB1Tuned-1.41421356237-Random4' / 'MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1GRAVE-0.6-Random4')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('MCTS-UCB1Tuned-1.41421356237-Random4' / 'MCTS-UCB1GRAVE-1.41421356237-MAST' / 'MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1GRAVE-0.6-Random4')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1GRAVE-1.41421356237-MAST' / 'MCTS-UCB1Tuned-1.41421356237-Random4' / 'MCTS-UCB1GRAVE-0.6-Random4')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('MCTS-UCB1GRAVE-0.6-Random4' / 'MCTS-UCB1Tuned-1.41421356237-Random4' / 'MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1GRAVE-1.41421356237-MAST')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('MCTS-UCB1GRAVE-0.6-Random4' / 'MCTS-UCB1Tuned-1.41421356237-Random4' / 'MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1GRAVE-1.41421356237-MAST')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('MCTS-UCB1GRAVE-1.41421356237-MAST' / 'MCTS-UCB1GRAVE-0.6-Random4' / 'MCTS-UCB1Tuned-1.41421356237-Random4' / 'MCTS-UCB1-0.1-Random4')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('MCTS-UCB1GRAVE-1.41421356237-MAST' / 'MCTS-UCB1GRAVE-0.6-Random4' / 'MCTS-UCB1Tuned-1.41421356237-Random4' / 'MCTS-UCB1-0.1-Random4')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('MCTS-UCB1GRAVE-0.6-Random4' / 'MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1Tuned-1.41421356237-Random4' / 'MCTS-UCB1GRAVE-1.41421356237-MAST')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
