agents,utilities
"('Random' / 'Random' / 'Random' / 'MCTS-ProgressiveHistory-1.41421356237-Random4')","-0.33333333333333326;0.6666666666666667;-1.0;0.6666666666666667"
"('Random' / 'Random' / 'Random' / 'MCTS-ProgressiveHistory-1.41421356237-Random4')","0.6666666666666667;-1.0;-0.33333333333333326;0.6666666666666667"
"('Random' / 'Random' / 'Random' / 'MCTS-ProgressiveHistory-1.41421356237-Random4')","0.0;0.0;0.0;0.0"
"('Random' / 'Random' / 'Random' / 'MCTS-ProgressiveHistory-1.41421356237-Random4')","0.6666666666666667;-1.0;-0.33333333333333326;0.6666666666666667"
"('Random' / 'Random' / 'Random' / 'MCTS-ProgressiveHistory-1.41421356237-Random4')","-0.33333333333333326;-1.0;0.33333333333333337;1.0"
"('Random' / 'Random' / 'Random' / 'MCTS-ProgressiveHistory-1.41421356237-Random4')","-1.0;0.33333333333333337;-0.33333333333333326;1.0"
"('Random' / 'Random' / 'Random' / 'MCTS-ProgressiveHistory-1.41421356237-Random4')","-1.0;0.33333333333333337;0.33333333333333337;0.33333333333333337"
"('Random' / 'Random' / 'Random' / 'MCTS-ProgressiveHistory-1.41421356237-Random4')","-0.33333333333333326;-1.0;0.33333333333333337;1.0"
"('Random' / 'Random' / 'Random' / 'MCTS-ProgressiveHistory-1.41421356237-Random4')","0.6666666666666667;-0.33333333333333326;-1.0;0.6666666666666667"
"('Random' / 'Random' / 'Random' / 'MCTS-ProgressiveHistory-1.41421356237-Random4')","-1.0;0.33333333333333337;-0.33333333333333326;1.0"
"('Random' / 'Random' / 'Random' / 'MCTS-ProgressiveHistory-1.41421356237-Random4')","-1.0;0.33333333333333337;0.33333333333333337;0.33333333333333337"
"('Random' / 'Random' / 'Random' / 'MCTS-ProgressiveHistory-1.41421356237-Random4')","-1.0;0.33333333333333337;0.33333333333333337;0.33333333333333337"
"('Random' / 'Random' / 'MCTS-ProgressiveHistory-1.41421356237-Random4' / 'Random')","0.33333333333333337;-1.0;0.33333333333333337;0.33333333333333337"
"('Random' / 'Random' / 'MCTS-ProgressiveHistory-1.41421356237-Random4' / 'Random')","-1.0;-0.33333333333333326;0.6666666666666667;0.6666666666666667"
"('Random' / 'Random' / 'MCTS-ProgressiveHistory-1.41421356237-Random4' / 'Random')","-1.0;0.6666666666666667;0.6666666666666667;-0.33333333333333326"
"('Random' / 'Random' / 'MCTS-ProgressiveHistory-1.41421356237-Random4' / 'Random')","-1.0;0.33333333333333337;1.0;-0.33333333333333326"
"('Random' / 'Random' / 'MCTS-ProgressiveHistory-1.41421356237-Random4' / 'Random')","0.33333333333333337;-1.0;1.0;-0.33333333333333326"
"('Random' / 'Random' / 'MCTS-ProgressiveHistory-1.41421356237-Random4' / 'Random')","0.6666666666666667;-0.33333333333333326;0.6666666666666667;-1.0"
"('Random' / 'Random' / 'MCTS-ProgressiveHistory-1.41421356237-Random4' / 'Random')","0.6666666666666667;-0.33333333333333326;0.6666666666666667;-1.0"
"('Random' / 'Random' / 'MCTS-ProgressiveHistory-1.41421356237-Random4' / 'Random')","-1.0;-0.33333333333333326;0.6666666666666667;0.6666666666666667"
"('Random' / 'Random' / 'MCTS-ProgressiveHistory-1.41421356237-Random4' / 'Random')","0.0;0.0;0.0;0.0"
"('Random' / 'Random' / 'MCTS-ProgressiveHistory-1.41421356237-Random4' / 'Random')","0.0;0.0;0.0;0.0"
"('Random' / 'MCTS-ProgressiveHistory-1.41421356237-Random4' / 'Random' / 'Random')","0.33333333333333337;0.33333333333333337;0.33333333333333337;-1.0"
"('Random' / 'MCTS-ProgressiveHistory-1.41421356237-Random4' / 'Random' / 'Random')","0.0;0.0;0.0;0.0"
"('Random' / 'MCTS-ProgressiveHistory-1.41421356237-Random4' / 'Random' / 'Random')","0.33333333333333337;1.0;-0.33333333333333326;-1.0"
"('Random' / 'MCTS-ProgressiveHistory-1.41421356237-Random4' / 'Random' / 'Random')","0.33333333333333337;0.33333333333333337;0.33333333333333337;-1.0"
"('Random' / 'MCTS-ProgressiveHistory-1.41421356237-Random4' / 'Random' / 'Random')","0.0;0.0;0.0;0.0"
"('Random' / 'MCTS-ProgressiveHistory-1.41421356237-Random4' / 'Random' / 'Random')","-0.33333333333333326;0.6666666666666667;-1.0;0.6666666666666667"
"('Random' / 'MCTS-ProgressiveHistory-1.41421356237-Random4' / 'Random' / 'Random')","0.6666666666666667;0.6666666666666667;-1.0;-0.33333333333333326"
"('Random' / 'MCTS-ProgressiveHistory-1.41421356237-Random4' / 'Random' / 'Random')","-0.33333333333333326;0.6666666666666667;0.6666666666666667;-1.0"
"('Random' / 'MCTS-ProgressiveHistory-1.41421356237-Random4' / 'Random' / 'Random')","0.33333333333333337;1.0;-0.33333333333333326;-1.0"
