agents,utilities
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1-0.1-Random4')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1-0.1-Random4')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1-0.1-Random4')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1-0.1-Random4')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1-0.1-Random4')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1-0.1-Random4')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1-0.1-Random4')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1-0.1-Random4')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1-0.1-Random4')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1-0.1-Random4')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('MCTS-UCB1-0.1-Random4' / 'Random' / 'Random' / 'Random')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('MCTS-UCB1-0.1-Random4' / 'Random' / 'Random' / 'Random')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('MCTS-UCB1-0.1-Random4' / 'Random' / 'Random' / 'Random')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('MCTS-UCB1-0.1-Random4' / 'Random' / 'Random' / 'Random')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('MCTS-UCB1-0.1-Random4' / 'Random' / 'Random' / 'Random')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('MCTS-UCB1-0.1-Random4' / 'Random' / 'Random' / 'Random')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('MCTS-UCB1-0.1-Random4' / 'Random' / 'Random' / 'Random')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('MCTS-UCB1-0.1-Random4' / 'Random' / 'Random' / 'Random')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('MCTS-UCB1-0.1-Random4' / 'Random' / 'Random' / 'Random')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('MCTS-UCB1-0.1-Random4' / 'Random' / 'Random' / 'Random')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('Random' / 'Random' / 'MCTS-UCB1-0.1-Random4' / 'Random')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('Random' / 'Random' / 'MCTS-UCB1-0.1-Random4' / 'Random')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('Random' / 'Random' / 'MCTS-UCB1-0.1-Random4' / 'Random')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('Random' / 'Random' / 'MCTS-UCB1-0.1-Random4' / 'Random')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('Random' / 'Random' / 'MCTS-UCB1-0.1-Random4' / 'Random')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('Random' / 'Random' / 'MCTS-UCB1-0.1-Random4' / 'Random')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('Random' / 'Random' / 'MCTS-UCB1-0.1-Random4' / 'Random')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('Random' / 'Random' / 'MCTS-UCB1-0.1-Random4' / 'Random')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('Random' / 'Random' / 'MCTS-UCB1-0.1-Random4' / 'Random')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('Random' / 'Random' / 'MCTS-UCB1-0.1-Random4' / 'Random')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('Random' / 'Random' / 'MCTS-UCB1-0.1-Random4' / 'Random')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('Random' / 'MCTS-UCB1-0.1-Random4' / 'Random' / 'Random')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('Random' / 'MCTS-UCB1-0.1-Random4' / 'Random' / 'Random')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('Random' / 'MCTS-UCB1-0.1-Random4' / 'Random' / 'Random')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('Random' / 'MCTS-UCB1-0.1-Random4' / 'Random' / 'Random')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('Random' / 'MCTS-UCB1-0.1-Random4' / 'Random' / 'Random')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('Random' / 'MCTS-UCB1-0.1-Random4' / 'Random' / 'Random')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('Random' / 'MCTS-UCB1-0.1-Random4' / 'Random' / 'Random')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('Random' / 'MCTS-UCB1-0.1-Random4' / 'Random' / 'Random')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('Random' / 'MCTS-UCB1-0.1-Random4' / 'Random' / 'Random')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
