agents,utilities
"('MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1Tuned-1.41421356237-Random200' / 'MCTS-UCB1-0.6-NST')","1.0;-0.33333333333333326;1.0;-0.33333333333333326"
"('MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1Tuned-1.41421356237-Random200' / 'MCTS-UCB1-0.6-NST')","1.0;-0.33333333333333326;1.0;-0.33333333333333326"
"('MCTS-UCB1Tuned-1.41421356237-Random200' / 'MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1-0.6-NST' / 'MCTS-UCB1GRAVE-1.41421356237-NST')","0.0;0.0;0.0;0.0"
"('MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1-0.6-NST' / 'MCTS-UCB1Tuned-1.41421356237-Random200')","0.0;0.0;0.0;0.0"
"('MCTS-UCB1Tuned-1.41421356237-Random200' / 'MCTS-UCB1-0.6-NST' / 'MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1Tuned-0.6-Random200')","0.0;0.0;0.0;0.0"
"('MCTS-UCB1Tuned-1.41421356237-Random200' / 'MCTS-UCB1-0.6-NST' / 'MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1Tuned-0.6-Random200')","-0.33333333333333326;1.0;-0.33333333333333326;1.0"
"('MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1Tuned-1.41421356237-Random200' / 'MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1-0.6-NST')","1.0;-0.33333333333333326;1.0;-0.33333333333333326"
"('MCTS-UCB1Tuned-1.41421356237-Random200' / 'MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1-0.6-NST')","1.0;-0.33333333333333326;1.0;-0.33333333333333326"
"('MCTS-UCB1Tuned-1.41421356237-Random200' / 'MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1-0.6-NST')","-0.33333333333333326;1.0;-0.33333333333333326;1.0"
"('MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1Tuned-1.41421356237-Random200' / 'MCTS-UCB1-0.6-NST' / 'MCTS-UCB1Tuned-0.6-Random200')","0.0;0.0;0.0;0.0"
"('MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1Tuned-1.41421356237-Random200' / 'MCTS-UCB1-0.6-NST' / 'MCTS-UCB1Tuned-0.6-Random200')","1.0;-0.33333333333333326;1.0;-0.33333333333333326"
"('MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1-0.6-NST' / 'MCTS-UCB1Tuned-1.41421356237-Random200')","-0.33333333333333326;1.0;-0.33333333333333326;1.0"
"('MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1-0.6-NST' / 'MCTS-UCB1Tuned-1.41421356237-Random200' / 'MCTS-UCB1Tuned-0.6-Random200')","1.0;-0.33333333333333326;1.0;-0.33333333333333326"
"('MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1-0.6-NST' / 'MCTS-UCB1Tuned-1.41421356237-Random200' / 'MCTS-UCB1Tuned-0.6-Random200')","1.0;-0.33333333333333326;1.0;-0.33333333333333326"
"('MCTS-UCB1-0.6-NST' / 'MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1Tuned-1.41421356237-Random200')","-0.33333333333333326;1.0;-0.33333333333333326;1.0"
"('MCTS-UCB1-0.6-NST' / 'MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1Tuned-1.41421356237-Random200')","-0.33333333333333326;1.0;-0.33333333333333326;1.0"
"('MCTS-UCB1-0.6-NST' / 'MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1Tuned-1.41421356237-Random200')","1.0;-0.33333333333333326;1.0;-0.33333333333333326"
"('MCTS-UCB1-0.6-NST' / 'MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1Tuned-1.41421356237-Random200')","1.0;-0.33333333333333326;1.0;-0.33333333333333326"
"('MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1Tuned-1.41421356237-Random200' / 'MCTS-UCB1-0.6-NST' / 'MCTS-UCB1GRAVE-1.41421356237-NST')","0.0;0.0;0.0;0.0"
"('MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1Tuned-1.41421356237-Random200' / 'MCTS-UCB1-0.6-NST' / 'MCTS-UCB1GRAVE-1.41421356237-NST')","-0.33333333333333326;1.0;-0.33333333333333326;1.0"
"('MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1-0.6-NST' / 'MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1Tuned-1.41421356237-Random200')","1.0;-0.33333333333333326;1.0;-0.33333333333333326"
"('MCTS-UCB1-0.6-NST' / 'MCTS-UCB1Tuned-1.41421356237-Random200' / 'MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1GRAVE-1.41421356237-NST')","0.0;0.0;0.0;0.0"
"('MCTS-UCB1-0.6-NST' / 'MCTS-UCB1Tuned-1.41421356237-Random200' / 'MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1GRAVE-1.41421356237-NST')","0.0;0.0;0.0;0.0"
"('MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1Tuned-1.41421356237-Random200' / 'MCTS-UCB1-0.6-NST')","-0.33333333333333326;1.0;-0.33333333333333326;1.0"
"('MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1Tuned-1.41421356237-Random200' / 'MCTS-UCB1-0.6-NST')","1.0;-0.33333333333333326;1.0;-0.33333333333333326"
"('MCTS-UCB1-0.6-NST' / 'MCTS-UCB1Tuned-1.41421356237-Random200' / 'MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1Tuned-0.6-Random200')","-0.33333333333333326;1.0;-0.33333333333333326;1.0"
"('MCTS-UCB1-0.6-NST' / 'MCTS-UCB1Tuned-1.41421356237-Random200' / 'MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1Tuned-0.6-Random200')","-0.33333333333333326;1.0;-0.33333333333333326;1.0"
