agents,utilities
"('MCTS-UCB1-0.6-MAST' / 'MCTS-UCB1-0.6-Random200' / 'MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1-0.1-Random0')","-0.33333333333333326;0.33333333333333337;1.0;-1.0"
"('MCTS-UCB1-0.1-Random0' / 'MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1-0.6-Random200' / 'MCTS-UCB1-0.6-MAST')","-0.33333333333333326;0.33333333333333337;-1.0;1.0"
"('MCTS-UCB1-0.1-Random0' / 'MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1-0.6-Random200' / 'MCTS-UCB1-0.6-MAST')","-1.0;0.33333333333333337;-0.33333333333333326;1.0"
"('MCTS-UCB1-0.6-Random200' / 'MCTS-UCB1-0.1-Random0' / 'MCTS-UCB1-0.6-MAST' / 'MCTS-UCB1Tuned-0.6-Random200')","-0.33333333333333326;1.0;0.33333333333333337;-1.0"
"('MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1-0.6-MAST' / 'MCTS-UCB1-0.1-Random0' / 'MCTS-UCB1-0.6-Random200')","0.33333333333333337;-1.0;-0.33333333333333326;1.0"
"('MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1-0.6-MAST' / 'MCTS-UCB1-0.1-Random0' / 'MCTS-UCB1-0.6-Random200')","1.0;0.33333333333333337;-0.33333333333333326;-1.0"
"('MCTS-UCB1-0.6-MAST' / 'MCTS-UCB1-0.1-Random0' / 'MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1-0.6-Random200')","-0.33333333333333326;0.33333333333333337;-1.0;1.0"
"('MCTS-UCB1-0.6-MAST' / 'MCTS-UCB1-0.1-Random0' / 'MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1-0.6-Random200')","1.0;-1.0;0.33333333333333337;-0.33333333333333326"
"('MCTS-UCB1-0.6-Random200' / 'MCTS-UCB1-0.6-MAST' / 'MCTS-UCB1-0.1-Random0' / 'MCTS-UCB1Tuned-0.6-Random200')","-0.33333333333333326;-1.0;0.33333333333333337;1.0"
"('MCTS-UCB1-0.6-Random200' / 'MCTS-UCB1-0.6-MAST' / 'MCTS-UCB1-0.1-Random0' / 'MCTS-UCB1Tuned-0.6-Random200')","1.0;0.33333333333333337;-0.33333333333333326;-1.0"
"('MCTS-UCB1-0.6-MAST' / 'MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1-0.1-Random0' / 'MCTS-UCB1-0.6-Random200')","0.33333333333333337;1.0;-1.0;-0.33333333333333326"
"('MCTS-UCB1-0.6-MAST' / 'MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1-0.1-Random0' / 'MCTS-UCB1-0.6-Random200')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('MCTS-UCB1-0.6-Random200' / 'MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1-0.6-MAST' / 'MCTS-UCB1-0.1-Random0')","-0.33333333333333326;0.33333333333333337;-1.0;1.0"
"('MCTS-UCB1-0.6-Random200' / 'MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1-0.6-MAST' / 'MCTS-UCB1-0.1-Random0')","-0.33333333333333326;0.33333333333333337;-1.0;1.0"
"('MCTS-UCB1-0.6-MAST' / 'MCTS-UCB1-0.6-Random200' / 'MCTS-UCB1-0.1-Random0' / 'MCTS-UCB1Tuned-0.6-Random200')","0.33333333333333337;-0.33333333333333326;-1.0;1.0"
"('MCTS-UCB1-0.1-Random0' / 'MCTS-UCB1-0.6-MAST' / 'MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1-0.6-Random200')","1.0;-1.0;0.33333333333333337;-0.33333333333333326"
"('MCTS-UCB1-0.1-Random0' / 'MCTS-UCB1-0.6-MAST' / 'MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1-0.6-Random200')","0.33333333333333337;-1.0;1.0;-0.33333333333333326"
"('MCTS-UCB1-0.6-Random200' / 'MCTS-UCB1-0.6-MAST' / 'MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1-0.1-Random0')","-1.0;-0.33333333333333326;1.0;0.33333333333333337"
"('MCTS-UCB1-0.6-Random200' / 'MCTS-UCB1-0.6-MAST' / 'MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1-0.1-Random0')","0.33333333333333337;-0.33333333333333326;-1.0;1.0"
"('MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1-0.6-Random200' / 'MCTS-UCB1-0.1-Random0' / 'MCTS-UCB1-0.6-MAST')","-1.0;1.0;-0.33333333333333326;0.33333333333333337"
"('MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1-0.1-Random0' / 'MCTS-UCB1-0.6-MAST' / 'MCTS-UCB1-0.6-Random200')","0.33333333333333337;-0.33333333333333326;1.0;-1.0"
"('MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1-0.1-Random0' / 'MCTS-UCB1-0.6-MAST' / 'MCTS-UCB1-0.6-Random200')","1.0;-0.33333333333333326;0.33333333333333337;-1.0"
"('MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1-0.6-MAST' / 'MCTS-UCB1-0.6-Random200' / 'MCTS-UCB1-0.1-Random0')","-0.33333333333333326;1.0;0.33333333333333337;-1.0"
"('MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1-0.6-MAST' / 'MCTS-UCB1-0.6-Random200' / 'MCTS-UCB1-0.1-Random0')","-1.0;0.33333333333333337;1.0;-0.33333333333333326"
"('MCTS-UCB1-0.1-Random0' / 'MCTS-UCB1-0.6-MAST' / 'MCTS-UCB1-0.6-Random200' / 'MCTS-UCB1Tuned-0.6-Random200')","-0.33333333333333326;0.33333333333333337;1.0;-1.0"
"('MCTS-UCB1-0.1-Random0' / 'MCTS-UCB1-0.6-MAST' / 'MCTS-UCB1-0.6-Random200' / 'MCTS-UCB1Tuned-0.6-Random200')","0.33333333333333337;-0.33333333333333326;-1.0;1.0"
"('MCTS-UCB1-0.6-Random200' / 'MCTS-UCB1-0.1-Random0' / 'MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1-0.6-MAST')","-1.0;-0.33333333333333326;0.33333333333333337;1.0"
