agents,utilities
"('MCTS-UCB1GRAVE-0.1-NST' / 'MCTS-UCB1Tuned-0.1-MAST' / 'MCTS-ProgressiveHistory-0.6-MAST' / 'MCTS-ProgressiveHistory-0.6-Random4' / 'MCTS-UCB1-0.6-Random200' / 'MCTS-UCB1Tuned-1.41421356237-Random200' / 'MCTS-UCB1Tuned-0.6-NST' / 'MCTS-UCB1GRAVE-0.1-NST')","-0.7142857142857142;0.4285714285714286;-0.1428571428571428;-1.0;0.1428571428571429;0.7142857142857143;1.0;-0.4285714285714284"
"('MCTS-UCB1GRAVE-0.1-NST' / 'MCTS-UCB1GRAVE-0.1-NST' / 'MCTS-ProgressiveHistory-0.6-MAST' / 'MCTS-UCB1-0.6-Random200' / 'MCTS-UCB1Tuned-0.1-MAST' / 'MCTS-ProgressiveHistory-0.6-Random4' / 'MCTS-UCB1Tuned-0.6-NST' / 'MCTS-UCB1Tuned-1.41421356237-Random200')","1.0;-1.0;0.7142857142857143;0.1428571428571429;-0.1428571428571428;-0.4285714285714284;-0.7142857142857142;0.4285714285714286"
"('MCTS-UCB1GRAVE-0.1-NST' / 'MCTS-UCB1-0.6-Random200' / 'MCTS-ProgressiveHistory-0.6-MAST' / 'MCTS-ProgressiveHistory-0.6-Random4' / 'MCTS-UCB1Tuned-1.41421356237-Random200' / 'MCTS-UCB1GRAVE-0.1-NST' / 'MCTS-UCB1Tuned-0.6-NST' / 'MCTS-UCB1Tuned-0.1-MAST')","0.2857142857142858;0.2857142857142858;-0.7142857142857142;-0.7142857142857142;1.0;0.2857142857142858;0.2857142857142858;-0.7142857142857142"
"('MCTS-UCB1GRAVE-0.1-NST' / 'MCTS-ProgressiveHistory-0.6-MAST' / 'MCTS-UCB1Tuned-1.41421356237-Random200' / 'MCTS-UCB1-0.6-Random200' / 'MCTS-UCB1Tuned-0.6-NST' / 'MCTS-UCB1GRAVE-0.1-NST' / 'MCTS-ProgressiveHistory-0.6-Random4' / 'MCTS-UCB1Tuned-0.1-MAST')","-0.1428571428571428;0.1428571428571429;-0.7142857142857142;1.0;0.7142857142857143;-1.0;0.4285714285714286;-0.4285714285714284"
"('MCTS-UCB1Tuned-0.1-MAST' / 'MCTS-UCB1GRAVE-0.1-NST' / 'MCTS-ProgressiveHistory-0.6-MAST' / 'MCTS-ProgressiveHistory-0.6-Random4' / 'MCTS-UCB1Tuned-0.6-NST' / 'MCTS-UCB1GRAVE-0.1-NST' / 'MCTS-UCB1-0.6-Random200' / 'MCTS-UCB1Tuned-1.41421356237-Random200')","0.5714285714285714;-0.1428571428571428;0.5714285714285714;0.1428571428571429;1.0;-0.7142857142857142;-0.4285714285714284;-1.0"
"('MCTS-UCB1GRAVE-0.1-NST' / 'MCTS-UCB1-0.6-Random200' / 'MCTS-UCB1GRAVE-0.1-NST' / 'MCTS-UCB1Tuned-0.1-MAST' / 'MCTS-UCB1Tuned-1.41421356237-Random200' / 'MCTS-ProgressiveHistory-0.6-MAST' / 'MCTS-UCB1Tuned-0.6-NST' / 'MCTS-ProgressiveHistory-0.6-Random4')","-0.7142857142857142;-0.1428571428571428;1.0;0.4285714285714286;-0.7142857142857142;0.4285714285714286;-0.7142857142857142;0.4285714285714286"
"('MCTS-UCB1Tuned-0.6-NST' / 'MCTS-UCB1Tuned-0.1-MAST' / 'MCTS-ProgressiveHistory-0.6-Random4' / 'MCTS-UCB1Tuned-1.41421356237-Random200' / 'MCTS-UCB1-0.6-Random200' / 'MCTS-UCB1GRAVE-0.1-NST' / 'MCTS-UCB1GRAVE-0.1-NST' / 'MCTS-ProgressiveHistory-0.6-MAST')","1.0;0.7142857142857143;-1.0;-0.4285714285714284;-0.1428571428571428;0.1428571428571429;0.4285714285714286;-0.7142857142857142"
"('MCTS-UCB1-0.6-Random200' / 'MCTS-UCB1Tuned-0.6-NST' / 'MCTS-ProgressiveHistory-0.6-MAST' / 'MCTS-UCB1Tuned-1.41421356237-Random200' / 'MCTS-UCB1GRAVE-0.1-NST' / 'MCTS-UCB1Tuned-0.1-MAST' / 'MCTS-UCB1GRAVE-0.1-NST' / 'MCTS-ProgressiveHistory-0.6-Random4')","0.1428571428571429;1.0;-1.0;0.7142857142857143;0.4285714285714286;-0.4285714285714284;-0.1428571428571428;-0.7142857142857142"
"('MCTS-UCB1GRAVE-0.1-NST' / 'MCTS-ProgressiveHistory-0.6-Random4' / 'MCTS-UCB1Tuned-1.41421356237-Random200' / 'MCTS-UCB1-0.6-Random200' / 'MCTS-UCB1Tuned-0.6-NST' / 'MCTS-UCB1GRAVE-0.1-NST' / 'MCTS-ProgressiveHistory-0.6-MAST' / 'MCTS-UCB1Tuned-0.1-MAST')","0.1428571428571429;0.1428571428571429;0.1428571428571429;-0.7142857142857142;0.1428571428571429;1.0;-1.0;0.1428571428571429"
"('MCTS-UCB1GRAVE-0.1-NST' / 'MCTS-UCB1Tuned-0.1-MAST' / 'MCTS-UCB1Tuned-0.6-NST' / 'MCTS-UCB1-0.6-Random200' / 'MCTS-UCB1Tuned-1.41421356237-Random200' / 'MCTS-ProgressiveHistory-0.6-MAST' / 'MCTS-ProgressiveHistory-0.6-Random4' / 'MCTS-UCB1GRAVE-0.1-NST')","-0.4285714285714284;0.1428571428571429;0.7142857142857143;-0.7142857142857142;0.4285714285714286;-1.0;-0.1428571428571428;1.0"
