agents,utilities
"('MCTS-UCB1-0.1-NST' / 'MCTS-UCB1-0.1-NST')","-1.0;1.0"
"('MCTS-UCB1-0.1-NST' / 'MCTS-UCB1-0.1-NST')","0.0;0.0"
"('MCTS-UCB1-0.1-NST' / 'MCTS-UCB1-0.1-NST')","-1.0;1.0"
"('MCTS-UCB1-0.1-NST' / 'MCTS-UCB1-0.1-NST')","0.0;0.0"
"('MCTS-UCB1-0.1-NST' / 'MCTS-UCB1-0.1-NST')","-1.0;1.0"
"('MCTS-UCB1-0.1-NST' / 'MCTS-UCB1-0.1-NST')","1.0;-1.0"
"('MCTS-UCB1-0.1-NST' / 'MCTS-UCB1-0.1-NST')","-1.0;1.0"
"('MCTS-UCB1-0.1-NST' / 'MCTS-UCB1-0.1-NST')","1.0;-1.0"
"('MCTS-UCB1-0.1-NST' / 'MCTS-UCB1-0.1-NST')","1.0;-1.0"
"('MCTS-UCB1-0.1-NST' / 'MCTS-UCB1-0.1-NST')","0.0;0.0"
"('MCTS-UCB1-0.1-NST' / 'MCTS-UCB1-0.1-NST')","-1.0;1.0"
"('MCTS-UCB1-0.1-NST' / 'MCTS-UCB1-0.1-NST')","1.0;-1.0"
"('MCTS-UCB1-0.1-NST' / 'MCTS-UCB1-0.1-NST')","-1.0;1.0"
"('MCTS-UCB1-0.1-NST' / 'MCTS-UCB1-0.1-NST')","0.0;0.0"
"('MCTS-UCB1-0.1-NST' / 'MCTS-UCB1-0.1-NST')","-1.0;1.0"
"('MCTS-UCB1-0.1-NST' / 'MCTS-UCB1-0.1-NST')","1.0;-1.0"
"('MCTS-UCB1-0.1-NST' / 'MCTS-UCB1-0.1-NST')","1.0;-1.0"
"('MCTS-UCB1-0.1-NST' / 'MCTS-UCB1-0.1-NST')","1.0;-1.0"
"('MCTS-UCB1-0.1-NST' / 'MCTS-UCB1-0.1-NST')","-1.0;1.0"
"('MCTS-UCB1-0.1-NST' / 'MCTS-UCB1-0.1-NST')","1.0;-1.0"
